sid,trail_name,trail_img,trail_describ,trail_short_describ,trail_timetable,trail_time,geo_location_sid,geo_location_town_sid,difficulty_list_sid,coupon_status,price,memo,equipment,trails_display,trail_length,trail_height,trail_gpx
127,九九峰森林步道,127-1.jpg,"九九峰，又稱「九九尖山」、「火炎山」，由99座尖銳的獨立山峰所組成的，遠遠望去像是跳耀的火焰而得名，特殊的地質景觀，與三義火炎山、六龜十八羅漢山並稱為「台灣三大火炎山地形」，亦為草屯第一名景。
 
 步道有北端、南端二個入口，南端是木棧道，北端是水泥產業道路，可環繞一圈。步道隨著稜線蜿蜒而上，沿途有高大樹林夾道，山頂開闊處可遠眺霧峰、草屯、雙冬、平林等地，以及烏溪風光、國道六號穿流的車潮，山頂的涼亭是最佳展望點，可以欣賞整個「九九峰自然保留區」，峰峰相連的景色，令人嘆為觀止。
 
 健行完畢，可順遊九九峰生態藝術園區展覽館、毓繡美術館，欣賞藝術家豐富的作品。",九九峰，又稱「九九尖山」、「火炎山」，由99座尖銳的獨立山峰所組成的，遠遠望去像是跳耀的火焰而得名，特殊的地質景觀，與三義火炎山、六龜十八羅漢山並稱為「台灣三大火炎山地形」，亦為草屯第一名景。,"九九峰生態藝術園區停車場→(0.2K, 10分鐘)→南端入口→(0.9K, 50分鐘)→景觀台→(0.3K, 25分鐘)→北端入口→(1.1K, 15分鐘)→九九峰生態藝術園區停車場",1.67,南投縣,草屯鎮,1,0,500,"1.九九峰地質鬆軟，禁止跨越步道圍欄外，以免發生危險。
 2.九九峰生態藝術園區展覽館開放時間：上午9:00~下午5:00，平日週一休館，如逢國定假日則開館。
 3.鄰近步道：
 A.北坑溪步道群：經霧峰奧山，海拔483公尺，三等三角點4184號，以及九九峰第七峰，無基石，有石頭寫「桐林山」，登山口位於台中市霧峰區桐林村北坑產業道，一大圈約5.5～6小時。
 B.九九峰西火炎山步道：位於南投縣草屯鎮雙冬里中心巷九九山莊，往返約40分鐘。
 C.虎山登山步道：大虎山，海拔325公尺，三等三角點82號，登山口位於中興新村環山路31倉庫，連走雷藏寺登大虎山，往返約150~200分鐘。
 九九峰自然保留區：共有北、中、西三條步道，霧峰的「北坑溪步道群」、草屯的「九九峰森林步道」、「九九峰西火炎山步道」。",,,2.5公里,485公尺,九九峰森林步道.gpx
128,萬年峽谷步道,128-1.jpg,"雲林古坑的萬年峽谷位在清水溪的支流內湖溪上游，是溪水經年累月的侵蝕作用與岩層擠壓所造成的V字型峽谷，因溪床蘊藏不同成分的礦物，在蜿蜒近一公里的岩壁上形成色澤斑斕、節理豐富、層次分明的紋理外觀，如同一座渾然天成的巨型雕塑。
 
 萬年峽谷原本深藏於群山萬壑之中，經過數個颱風的洗禮才重見天日。從入口停車場往下走約數百公尺即可遙望壯麗的峽谷，續行數百公尺至涼亭，旁邊有小徑通往溪谷，千變萬化的地質景觀令人不得不讚嘆造物者的鬼斧神工！由於萬年峽谷沿岸多青苔，高低落差又大，現場也無管理和防護措施，來此賞景拍照時請務必保持安全距離並嚴禁戲水。回程不妨在入口處享用店家手作的天然愛玉，或是順遊附近的峭壁雄風、幽情谷、同心瀑布等景點，在大自然的地理教室中悠遊一整天！",雲林古坑的萬年峽谷位在清水溪的支流內湖溪上游，是溪水經年累月的侵蝕作用與岩層擠壓所造成的V字型峽谷，因溪床蘊藏不同成分的礦物，在蜿蜒近一公里的岩壁上形成色澤斑斕、節理豐富、層次分明的紋理外觀，如同一座渾然天成的巨型雕塑。,"萬年峽谷停車場→（0.3K,5分鐘）→景觀涼亭→（0.4K,10分鐘）→萬年峽谷→（0.4K,15分鐘）→景觀涼亭→（0.3K,10分鐘）→萬年峽谷停車場",0.42,雲林縣,古坑鄉,1,1,500,明隧道口旁曾有落石砸毀車輛，最好避免在此處停車。,,,0.7公里,485公尺,萬年峽谷步道.gpx
129,八卦山天空步道,129-1.jpg,八卦山天空步道位於彰化市八卦山大佛風景區，以輕型鋼架為結構，柵欄式線條為造型，從八卦山大佛坐落的廣場，沿著山勢蜿蜒而建，經荷花池生態園區、忠烈祠、棒球場、彰化藝術高中、彰化生活美學館，以點、線、面的構局形式，連結南北向的景點，全長1005公尺，步道高度最高16公尺，沿途設置七個出入口，可串聯各個景點，漫步於空中步道，可欣賞樹冠層生態之美，眺望彰化市區，是全台最長的天空步道。,八卦山天空步道位於彰化市八卦山大佛風景區，以輕型鋼架為結構，柵欄式線條為造型。,"八卦山第一停車場→(0.2K, 5分鐘)→八卦山天空步道入口#1→(1K, 20分鐘)→八卦山天空步道入口#7→國立彰化生活美學館",0.42,彰化縣,彰化市,1,0,500,"1.全日開放免費使用，夜間僅設置簡易照明設備到10點。
 2.注意防曬。",,,1.2公里,85公尺,八卦山天空步道.gpx
130,里龍山自然步道,130-1.jpg,"里龍山是恆春半島唯一海拔超過1000公尺的山，擁有大山的氣勢及絕佳的視野，在南部山岳中具有舉足輕重的地位，為台灣小百岳之一，是頗有名氣的中級郊山。山頂有顆一等三角點，天晴時可望小琉球於藍海中獨特面貌、並遠眺牡丹水庫橫躺於群山之間，居高臨下恆春半島海天一色的美景盡收眼底。
 
 山間林相優美，四處皆是鳥啼聲，動植物均豐富，偶爾還可瞧見藍腹鷴等稀有動物出沒，稀有珍貴的台灣穗花衫也生長於此。前段山徑平緩易行，後段則具挑戰性，因此里龍山也為南部山友攀登百岳的行前訓練場所。",里龍山是恆春半島唯一海拔超過1000公尺的山，擁有大山的氣勢及絕佳的視野，在南部山岳中具有舉足輕重的地位，為台灣小百岳之一。,龍峰寺停車場→(1.2K，20分鐘)→里龍山登山口→(1.45K，30分鐘)→下切河道交叉點→(0.05K，5分鐘)→第1鋼棧橋→(0.5K，35分鐘)→第2鋼棧橋→(0.735K，45分鐘)→里龍山登山休閒區鐵牌及休息平台→(1.34K，80分鐘)→里龍山三角點→(1.34K，60分鐘)休息平台→(2.7K，75分鐘)→里龍山登山口→(1.2K，20分鐘)→龍峰寺停車場,7,屏東縣,獅子鄉,2,1,900,也可由竹坑登山口上登。,,,4公里,1062公尺,里龍山.gpx
131,尾寮山登山步道,131-1.jpg,"尾寮山位在屏東三地門及高雄茂林交界，雖有東、西兩測登山入口，但較為多人熟知的是西側登山口，此登山步道前半段(6K)為產業道路一路呈現之字形緩坡，後半段則為較原始之登山山徑，路徑長、坡度陡，偶有需拉繩攀登地形，在小百岳中是挑戰級路線。
 
 雖然山頂為二等三角點無展望，但沿路即有許多不錯的展望點，可將附近茂林、六龜及高樹鄉的恬靜田園景色盡收眼裡。
 
 步道全程幾乎都在林間樹蔭下，生物多樣性豐富，是觀賞自然景觀、從事生態教學及登山健行等戶外活動最佳場所。",尾寮山位在屏東三地門及高雄茂林交界，雖有東、西兩測登山入口，但較為多人熟知的是西側登山口，此登山步道前半段(6K)為產業道路一路呈現之字形緩坡，後半段則為較原始之登山山徑，路徑長、坡度陡，偶有需拉繩攀登地形，在小百岳中是挑戰級路線。,西側登山口→(30分鐘)→集義亭→(40分鐘)→活水源休息區→(50分鐘)觀景亭→(70分鐘)→觀雲台→(50分鐘)→三角點→(240分鐘)→西側登山口,8,高雄市,茂林區,2,0,1000,"1.尾寮山登山步道山高路遠，建議提早出發並控制登頂時間。
 
 2.從沙溪林道進入尾寮山東側登山口前，於四至五月可觀賞滿山雪白的油桐花景，但林道因八八風災後道路不明，攻頂請先詢問確認路況。東側登山口入口可由西側登山口續行沿山公路(185線道)至屏東縣三地門鄉口社村沙溪林道23.5公里處進入。
 
 3.起登不久後遇指標往大津瀑布，若有時間充裕則可順走。
 
 4.尾寮山4-8月夏季悶熱有午後偶有雷陣雨，建議備好雨具再上山。",,,9.3公里,1427公尺,尾寮山.gpx
132,哈尤溪溫泉步道,132-1.jpg,"哈尤溪溫泉又稱為「雲豹之湯」，位於屏東隘寮北溪的支流哈尤溪上，因岩層富含鐵質及各種礦物，泉脈自岩壁縫流出，經硫磺的沖刷，將岩石染成紅、黑、黃、白等多種色澤，與壯麗的峽谷結合，猶如一幅天然的畫作。
 
 自大武吊橋下出發，順著蜿蜒寬廣的隘竂北溪床往上游前行，沿途景致優美，地質景觀豐富，經過幾次的過溪、崩場處、大石、霧頭山北溪支流、喬國拉次溪支流，至哈尤溪匯流處，再轉進入哈尤溪，再約3公里即可抵達哈尤溪溫泉。
 
 行至哈尤溪，溪床變得狹小，經大武溫泉遺址、三疊彩黃瀑布後，即可看到美麗的七彩岩壁，壯麗巍峨的峽谷壁上流下溫泉水，把石壁染成五彩繽紛的顏色，結合岩石的紋路，有如一幅美麗的油畫，令人讚嘆大自然的鬼斧神工。",哈尤溪溫泉又稱為「雲豹之湯」，位於屏東隘寮北溪的支流哈尤溪上，因岩層富含鐵質及各種礦物，泉脈自岩壁縫流出，經硫磺的沖刷，將岩石染成紅、黑、黃、白等多種色澤，與壯麗的峽谷結合，猶如一幅天然的畫作。,"大武吊橋→(13K, 300分鐘)→哈尤溪匯流處→(3K, 90分鐘)→哈尤溪溫泉→原路折返→(16K, 390分鐘)→大武吊橋",13,屏東縣,霧臺鄉,2,1,1500,"1.此路線僅適合枯水期時前往，雨後忌行，以免溪水暴漲受困，隨時注意天氣變化，若有變差跡象，應儘快撤離。
 2.峽谷地質脆弱，土石不穩定，不時有落石掉落，建議全程繫戴安全帽，隨時注意周遭。
 3.需辦理入山證，可事先於警政署網站申請，或至三德檢查哨現場辦理。
 4.幾處需涉水渡溪，溪水湍急、水深及膝，宜穿著溯溪鞋、雨鞋。
 5.進入隘寮北溪溪床有三種方式：
 a.大武村吊橋下方溪床便道：到哈尤溪匯流口約13km＋到哈尤溪溫泉3km。(適合步行)
 b.大武村東邊便道：到哈尤溪匯流口約10km＋到哈尤溪溫泉3km。(適合四驅車)
 c. 神山部落：到哈尤溪匯流口約16km＋到哈尤溪溫泉3km。(遇大武聯絡道封閉時的替代方案)",,,16公里,897公尺,哈尤溪溫泉步道.gpx
133,雲嘉七連峰縱走,133-1.jpg,"「雲嘉七連峰」為雲嘉地區著名的縱走路線，連走大尖山、二尖山、馬鞍山、梨子腳山、太平山、大巃頂、獨立山，七座山峰稜脈連成一氣，橫跨雲林縣古坑鄉華山村、嘉義縣梅山鄉太平村、竹崎鄉緞繻村，其中大尖山、梨子腳山、獨立山三座均為台灣小百岳。
 
 大尖山，峰頂視野廣闊，可遠眺阿里山脈、塔山、玉山及雲嘉平原，是觀賞日出、夕陽及雲海的好去處。梨子腳山，為太平村最高峰，大巃頂、二尖山是美麗的茶園景致。獨立山國家級步道與鐵道相依，沿途竹林、茶園、鐵道、山巒、隧道、火車等，景觀變化多端，視野展望極佳，山嵐籠罩時又宛若仙境，一路走來精彩萬分。",「雲嘉七連峰」為雲嘉地區著名的縱走路線，連走大尖山、二尖山、馬鞍山、梨子腳山、太平山、大巃頂、獨立山，七座山峰稜脈連成一氣，橫跨雲林縣古坑鄉華山村、嘉義縣梅山鄉太平村、竹崎鄉緞繻村，其中大尖山、梨子腳山、獨立山三座均為台灣小百岳。,"華山教育農園10-5步道口→(1.8K, 75分鐘)→大尖山→(1K, 30分鐘)→二尖山→(0.9K, 20分鐘)→龍興宮→(0.5K, 30分鐘)→馬鞍山→(1.2K, 25分鐘)→梨子腳山→(1.1K, 25分鐘)→太平山→(2.4K, 40分鐘)→孝子路步道登山口(太平竹林茶坊)→(1.3K, 40分鐘)→大巃頂→(1.8K, 45分鐘)→奉天岩→(0.8K, 20分鐘)→獨立山→(1.5K, 50分鐘)→樟腦寮車站→(1.7K, 40分鐘)→松腳",7.33,雲林縣,古坑鄉,2,0,930,,,,16公里,1305公尺,雲嘉七連峰.gpx
134,女仍山步道,134-1.jpg,"女仍山屬中央山脈南段主稜，於民國90年左右規劃為國家登山步道，海拔雖不及一千公尺，但登頂過程艱辛潑辣，山頂有顆三等三角點，也為台灣小百岳之一。
 
 因位處恆春半島迎風處，夏季受雲霧與降雨雙重氣候因素影響，地貌潮濕，林木及動植物生態豐富，沿途可常見蝴蝶翩翩飛舞景象，相當迷人。登頂展望相當好，太平洋、台灣海峽、小琉球、墾丁半島美景盡收眼底。",女仍山屬中央山脈南段主稜，於民國90年左右規劃為國家登山步道，海拔雖不及一千公尺，但登頂過程艱辛潑辣，山頂有顆三等三角點，也為台灣小百岳之一。,"伊屯橋登山口→(1.5k, 50分鐘)→乾溪溝→(1.9k, 80分鐘)→廢棄反射板→(0.1k, 10分鐘)→女仍山→(0.1k, 10分鐘)→廢棄反射板→(1.9k, 65分鐘)→乾溪溝→(1.5k, 40分鐘)→伊屯橋登山口",4.25,屏東縣,獅子鄉,2,1,625,登頂前的樹林內路段，雨季時期螞蝗較多，需小心防護。,,,3.5公里,808公尺,女仍山.20180219.gpx
135,庫哈諾辛山登山步道,135-1.jpg,"庫哈諾辛山與鄰近的關山嶺山以及塔關山合稱「南橫三星」，屬於中央山脈中段之末，且是南橫三星最西嶽，在玉山國家公園範圍內。其登山口位於南橫公路上，因此在南橫公路尚未毀損的時候，是非常親近旅客攀登之百岳。
 
 其前段需陡上千層的木棧階梯，路徑多在高聳的鐵杉林中。登上庫哈諾辛山，視野遼闊，玉山群峰以及壯觀的關山大崩壁一覽無遺。",庫哈諾辛山與鄰近的關山嶺山以及塔關山合稱「南橫三星」，屬於中央山脈中段之末，且是南橫三星最西嶽，在玉山國家公園範圍內。,進涇橋登山口→（1.7K，120分鐘）→ 庫哈諾辛山屋(3026山屋)→（1.7K，75分鐘）→ 庫哈諾辛山（折返）→（1.7K，65分鐘）→ 庫哈諾辛山屋(3026山屋)→（1.7K，60分鐘）→ 進涇橋登山口,5.33,高雄市,桃源區,2,0,730,"1.南橫公路開放時間為07:00~14:00，可由梅山口、向陽管制站進入，一般用路人下午2點後，只出不進，下午5點全線淨空。每週二及週四全日不開放。梅山口管制站（台20臨105線0K）、向陽管制站（台20臨105線44K），二端設立車牌辨識系統，車輛必需完成辨識車號登記後方可進入。
 
 2.南橫公路（台20線）實施管制，詳情見「南橫公路通行專區網站」
 https://thbu3.thb.gov.tw/
 
 3.南橫公路沿線地質脆弱，或有落石，請小心通行。
 
 4.可選擇兩天一夜行程住宿於庫哈諾辛山屋(3026山屋)。",,,3.4公里,3114公尺,庫哈諾辛山登山步道.gpx
136,塔關山登山步道,136-1.jpg,"塔關山與關山嶺山以及庫哈諾辛山合稱「南橫三星」，屬於中央山脈中段之末，在玉山國家公園範圍內。其登山口位於南橫公路上，是非常親近旅客攀登之百岳。
 
 塔關山是南橫三星中最高的一座，其登山口對面有一株高大的千年紅檜，是相當醒目的地標。路徑前段多在高聳的杉木林中，涼爽恰意，之後穿越箭竹林，時有陡上的路段。登高後視野開闊，可以望向往關山連綿的山脈。往鷹仔嘴山方向往下望就是著名的關山大崩壁。",塔關山與關山嶺山以及庫哈諾辛山合稱「南橫三星」，屬於中央山脈中段之末，在玉山國家公園範圍內。其登山口位於南橫公路上，是非常親近旅客攀登之百岳。,塔關山登山口→（2.2K，120分鐘）→ 塔關山（折返）→（2.2K，70分鐘）→ 塔關山登山口,3.17,高雄市,桃源區,2,1,520,"1.南橫公路開放時間為07:00~14:00，可由梅山口、向陽管制站進入，一般用路人下午2點後，只出不進，下午5點全線淨空。每週二及週四全日不開放。梅山口管制站（台20臨105線0K）、向陽管制站（台20臨105線44K），二端設立車牌辨識系統，車輛必需完成辨識車號登記後方可進入。
 
 
 2. 南橫公路（台20線）實施管制，詳情見「南橫公路通行專區網站」
 https://thbu3.thb.gov.tw/Modules/PassApplication/Declaration-List
 
 3. 南橫公路沿線地質脆弱，或有落石，請小心通行。",,,2.2公里,3222公尺,塔關山登山步道.gpx
137,七孔瀑布步道,137-1.jpg,"七孔瀑布位於屏東縣滿州鄉永靖村的加都魯溪上，溪源位於674公尺的老佛山，溪谷落差大，瀑布長期沖刷，形成各式深淺的池穴，當地人稱為「孔」，共有七層小瀑布組成的瀑布群，故稱「七孔瀑布」。
 
 由私人停車場進入登山口，前段為平緩的土石路，從第一孔至第七孔瀑布全長僅150公尺，不過後面全部都是垂直的攀岩路，僅能靠垂掛的繩索手腳併用的往上攀。
 
 此為枯水期限定路線，水量豐沛時將無法上攀，沿途地形陡峭，需具攀岩經驗與膽量，風災後河道易有變動，在第五孔瀑布附近有左右線交會處，由腰繞線下山較為平緩安全。",七孔瀑布位於屏東縣滿州鄉永靖村的加都魯溪上，溪源位於674公尺的老佛山，溪谷落差大，瀑布長期沖刷，形成各式深淺的池穴，當地人稱為「孔」，共有七層小瀑布組成的瀑布群，故稱「七孔瀑布」。,"七孔瀑布步道登山口→取左瀑布線→(0.3K, 5分鐘)→第一孔瀑布→(0.1K, 15分鐘)→第二孔瀑布→第三、四孔瀑布→(0.1K, 15分鐘)→第六孔瀑布→(0.1K, 15分鐘)→第七孔瀑布→折返→(0.1K, 15分鐘)→左右線交會處(取腰繞線)→(0.3K, 15分鐘)→七孔瀑布步道登山口",1.33,屏東縣,滿州鄉,2,0,500,"1.停車場為私有，地主會收取停車費。
 2.枯水期限定，大雨過後易有落石、洪水，不得前往。
 3.需備手套、著防滑鞋。",,,1公里,270公尺,七孔瀑布步道.gpx
138,阿里山國家森林遊樂區巨木群步道,138-1.jpg,"阿里山國家森林遊樂區無人不知，但是大家不一定曉得園區內有這麼一條令人驚艷的神木群棧道。
 
 阿里山神木群棧道分為二段，第一期棧道與第二期棧道，長度加起來只有1公里多一點點，全程既平緩又好走。雖然步道如此短，但是來頭可不小，不僅可以看到二處阿里山新八景(阿里山神木遺跡與神怡流瀑)，還可漫步至古意盎然的神木火車站瞧瞧蒸汽火車，整條步道上處處有神木，並有30幾棵紅檜巨木，是目前台灣神木密度最高的步道喔！",阿里山國家森林遊樂區無人不知，但是大家不一定曉得園區內有這麼一條令人驚艷的神木群棧道。,千歲檜→(25分鐘)→香林神木→(41分鐘)→神木遺跡→(1分鐘)→神木車站→(26分鐘)→神怡橋→(7分鐘)→巨木觀景台→(10分鐘)→吊橋,1.83,嘉義縣,阿里山鄉,1,1,500,"1.棧道位於阿里山國家森林遊樂區內，進入遊樂區須購買門票。
 2.阿里山森林鐵路神木站位於神木遺址旁，約為本文所介紹路線的中間點。",,,1.1公里,2222公尺,阿里山神木群棧道.gpx
139,獨立山國家步道,139-1.jpg,"日治時期為取得阿里山蘊藏豐富的林產，日人遂修建阿里山鐵路，因地形關係在獨立山建造環繞三次而達山頂的「螺旋狀三迴旋」登山鐵道，獨特的建築工法造就了世界上少見的景象，開拓鐵路史上的新頁。
 
 獨立山步道遂倚獨立山山坡以自然工法打造，為全台獨一無二與鐵道相依的登山步道，鐵道、山巒、隧道、火車、清霧忽左忽右的出現，景觀變化多端，最特殊的莫過於可從不同的方向和角度三次俯瞰樟腦寮村莊，感受著名的獨立山螺旋狀三迴旋。登上獨立山頂擁看360度的視野，最後由清朝先民開闢的獨立山古道下山，這是一趟豐富的人文鐵道生態之旅。",日治時期為取得阿里山蘊藏豐富的林產，日人遂修建阿里山鐵路，因地形關係在獨立山建造環繞三次而達山頂的「螺旋狀三迴旋」登山鐵道，獨特的建築工法造就了世界上少見的景象，開拓鐵路史上的新頁。,樟腦寮車站→獨立山國家步道登山口→第一迴旋鐵軌→第二迴旋鐵軌→第三迴旋鐵軌→獨立山頂→獨立山車站→鞍部販售區→接獨立山古道→涼亭→獨立山吊橋→獨立山古道登山口→獨立山國家步道登山口→樟腦寮車站,2,嘉義縣,竹崎鄉,1,0,500,由獨立山車站可接紅楠坑古道。,,,3.5公里,816公尺,獨立山國家步道.gpx
140,阿朗壹古道(琅嶠‧卑南道),140-1.jpg,"阿朗壹古道，又稱阿塱壹古道，古稱琅嶠卑南古道，是台灣現存最古老而且保存完整的古道。由於安朔至旭海以及港仔至佳樂水這段全台環島公路唯一的缺口，且長期以來未有人為干擾，因此保存了台灣最後的海岸原始森林及許多特有生物，來到這裡，頗有走入人間淨土之感。
 
 阿朗壹古道有許多珍貴且獨一的風貌，除了為台灣東西部交通最早官道之一、深具歷史地位外，也是保育類動物綠蠵龜與椰子蟹最後的棲息地，以及保有由林投、瓊崖海棠、鐵澀、樹蘭、台灣海藻構成的海岸原始林相；除此之外，大片美麗又特殊的海岸砂丘與南田石海灘會隨著浪潮唱著響亮又觸動心靈的歌聲，更有原住民文化的古老部落及史前文化遺址。對台灣來說，這是一條值得永遠珍藏的寶貝。",阿朗壹古道，又稱阿塱壹古道，古稱琅嶠卑南古道，是台灣現存最古老而且保存完整的古道。,旭海漁港停車場→林道→廢棄工寮→石灘→觀音鼻南口→爬坡處→休息點→下坡處→觀音鼻北口→南田石海灘→南田台26線88.6公里處,4,屏東縣,牡丹鄉,1,1,600,"1.入阿郎壹古道依規定申請者必須是團體或學術單位，需事先預約，最遲應於進入前8天提出申請。
 ＊111/1/10起每日申請進入名額包括線上名額100人、旭海社區保留名額80人、台東南田社區保留名額50人，共計230人。
 ＊111/3/1起每日申請進入名額包括線上名額170人、旭海社區保留名額80人、台東南田社區保留名額50人，共計300人。
 2.途中的觀音鼻爬升高度落差雖只有120公尺，但很陡峭，現有木階梯可走。",,,7.2公里,125公尺,阿朗壹古道(琅嶠‧卑南道).gpx
141,田寮月世界地景步道,141-1.jpg,「田寮月世界」廣泛分布在高雄市田寮區的崇德里、古亭里及內門區的瑞山里一帶，是全台最早聞名的「月世界」景觀勝地。為了讓更多人能親近這裡獨特的「惡地」地景，在崇德里的日月禪寺附近近來也舖設了參觀步道，計有「環湖步道」、「惡地步道」及「登月步道」，圍繞著山谷相連成環狀的路線，中間除經過「玉池」、「月池」、「天梯」及「弦月觀景台」等景點，還可遍覽「惡地」猶如月球表面的荒涼景色，再配合「月世界泥岩地質生態解說中心」的說明，很適合帶領全家來此進行一趟親子地質教育之旅。,「田寮月世界」廣泛分布在高雄市田寮區的崇德里、古亭里及內門區的瑞山里一帶，是全台最早聞名的「月世界」景觀勝地。,"田寮月世界第一停車場→(0.25K, 8分鐘)→玉池觀景平台→(0.3K, 8分鐘)→惡地步道入口→(0.4K, 8分鐘)→後山老井→(0.15K, 4分鐘)→木梯→(0.1K, 4分鐘)→月池→(0.3K, 12分鐘)→弦月觀景台→(0.3K, 8分鐘)→山頂土雞城→(0.4K, 8分鐘)→田寮月世界第一停車場",1,高雄市,田寮區,1,0,500,,,,2.2公里,90公尺,田寮月世界地景步道.gpx
142,柴山步道,142-1.jpg,"柴山為高雄市臨海之屏障，長久以來即為軍事重地，直到1989年才陸續開放，也因此保護了完整的天然林相和特殊的石灰岩地形景觀，並造就了台灣獼猴的棲息地；走在柴山步道中，除了可欣賞到多樣原生植物外，成群的獼猴列隊歡迎也是一種特殊的體驗。
 
 柴山步道中之「雅座」提供免費茶水，每天都有熱心義工背水上山，並煮成各式各樣的種類的茶如麥茶、薑茶、青草茶、決明子等，只要帶個茶杯就可以享受這般好意，有了義工無私的奉獻，讓人們在背水與喝水的過程中，同時領略到施與得的快樂，這裡看山看海倍感窩心。",柴山為高雄市臨海之屏障，長久以來即為軍事重地，直到1989年才陸續開放，也因此保護了完整的天然林相和特殊的石灰岩地形景觀，並造就了台灣獼猴的棲息地；走在柴山步道中，除了可欣賞到多樣原生植物外，成群的獼猴列隊歡迎也是一種特殊的體驗。,龍泉寺停車場→國泰休息站→龍泉亭→龍門亭→好漢坡岔路→中心亭→猴岩→雅座→觀猴亭→泰國谷→坪頂亭→觀景平台→好漢坡岔路→龍門亭→龍泉亭→國泰休息站→龍泉寺停車場,3,高雄市,鼓山區,1,1,500,"1.柴山步道錯綜複雜，不熟悉及不明顯的路徑千萬不要亂走，很容易迷路。
 2.沿路台灣獼猴眾多，會搶食，請勿餵食。",,,5公里,253公尺,柴山行Part4.gpx
143,二延平步道,143-1.jpg,"沿著二延平步道漫步，可穿梭於竹林與茶園之間；雲霧陣陣飄來，又悄悄散去，翠綠的景致、層層疊疊的山脈、祥和的光影，使人心情寧靜而愉悅。
 
 步道的展望相當好，可以看見玉山群峰、布袋港、嘉南水庫、曾文水庫，天氣好的時候，如果再使用望遠鏡，還可能看到高雄的85大樓和台中的基地台。為擁有開闊的視野和與高度，二延平步道成為觀賞雲海、雲瀑、日出、日落和星空的好地點。特別是冬季的午後，看著鬆軟的雲海滾滾翻騰時，腦中也浮現跳上雲海躺一躺的念頭。",沿著二延平步道漫步，可穿梭於竹林與茶園之間；雲霧陣陣飄來，又悄悄散去，翠綠的景致、層層疊疊的山脈、祥和的光影，使人心情寧靜而愉悅。,"阿里山公路(台18線)53.5K入口→(0.4k, 13分鐘)→觀景平台1→(0.3k, 14分鐘)→觀景平台2→(0.3k, 13分鐘)→二延平山(折返→(1k, 20分鐘)→阿里山公路(台18線)53.5K入口",2,嘉義縣,番路鄉,1,0,500,"1.建議出門前先查詢台18線路況。
 2.本區多雨，請攜帶雨具以備不時之需。
 3.步道輕鬆好走，建議順遊傳說村。",,,1公里,1454公尺,二延平步道.gpx
144,鵝鑾鼻步道,144-1.jpg,"鵝鑾鼻步道位於鵝鑾鼻公園內，園區內步道縱橫，宛如置身迷宮，總長度達4.3公里。
 
 步道沿途最吸引人的莫過於位列「台灣八景」之一的鵝鑾鼻燈塔。但除了燈塔外，公園內的珊瑚礁地形也大有可觀，許多嶙峋的礁石如擎天石、親吻石、古洞、冤家路等，展現了墾丁海岸怪奇的一面。近來公園又發現史前人類的遺址，增加了遠古生活的遐想。在觀海亭遠眺海景，在濱海棧道親近珊瑚礁岩植物，也是行走步道的樂趣之一。下次到鵝鑾鼻燈塔，記得到旁邊的鵝鑾鼻步道走走，一定會有意外的驚喜。",鵝鑾鼻步道位於鵝鑾鼻公園內，園區內步道縱橫，宛如置身迷宮，總長度達4.3公里。,"鵝鑾鼻公園入口→(0.4K, 15分鐘)→觀海亭→(0.35K, 10分鐘)→古洞→(0.35K, 10分鐘)→濱海棧道→(0.6K, 20分鐘)→鵝鑾鼻燈塔→(0.6K, 20分鐘)→鵝鑾鼻公園入口",1.25,屏東縣,恆春鄉,1,1,500,"1.進入園區須付門票。 全票40元、半票20元。
 2.開放時間為1-3月、11-12月：07:00～17:30；4-10月：06:30～18:30。
 3.由於園區缺乏遮陰處，入內參觀時請自行準備陽傘、帽子、礦泉水等物品。",,,2.3公里,37公尺,鵝鑾鼻步道.gpx
145,旗后(後)山景觀步道,145-1.jpg,"旗津？旗後？傻傻分不清楚？？事實上，它們是同一個地方，旗後是旗津的舊名，也有人寫為旗后。
 
 這裡是高雄的發源地，也曾是高雄最熱鬧的地區，越往高處行，便能了解當年的旗津的地位為何如此有份量。旗后山景觀步道越往上走、景色越佳，小小的高地不僅可以眺望85大樓、高雄港、西子灣還有整個旗津沙洲，旗后山頂上的三級古蹟旗後(高雄)燈塔仍辛勤指引著船隻入港，附近的二級古蹟旗后砲台雖然已卸除守護著港口的大任，但仍可欣賞古色古香的中國式「八字門」，以及兩邊門牆上以磚砌成樣式不同的「囍」字，實深具建築特色。
 
 雖然距離西子灣不遠，但是搭乘渡輪來到旗津，讓人有遠離塵囂的感覺。走在步道上，古蹟、輪船配夕陽，海風徐徐吹拂，好愜意。",旗津？旗後？傻傻分不清楚？？事實上，它們是同一個地方，旗後是旗津的舊名，也有人寫為旗后。,"旗下巷→(0.21k, 5分鐘)→瞭望台→(0.08k, 5分鐘)→高雄燈塔→(0.03k, 5分鐘)→旗後砲台→(0.22k, 5分鐘)→旗下巷",0.33,高雄市,旗津區,1,0,500,"1.鼓山、旗津輪渡站每日清晨2:00~5:00不營業。
 2.自行車及機車也可上渡輪，自行車免費，機車票價20元。
 3.旗后山三角點位於高雄燈塔旁的小圓柱上。
 4.瞭望台處可下階梯接至星空隧道、踩風大道。",,,0.54公里,50公尺,旗後山景觀步道.gpx
